Metric Category,Metric Name,Value
Broker,CPU Min (%),15.69301
Broker,CPU Max (%),45.28986
Broker,CPU Avg (%),25.44922
Broker,CPU Variance,79.70727
Broker,Memory Min (MB),94.80480
Broker,Memory Max (MB),96.28703
Broker,Memory Avg (MB),95.84326
Broker,Memory Variance,0.15066
Messaging,Latency Min (ms),-20.35832
Messaging,Latency Max (ms),183.17246
Messaging,Latency Avg (ms),5.71820
Messaging,Latency Variance,79.36960
Messaging,Throughput (msgs/sec),701.16664
Messaging,Avg Header Size (bytes),33.09506
Messaging,Data Messages,126402
Messaging,Non-Data Messages,95
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,126357
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,126568
Purpose Correctness,Total Received,126357
Purpose Correctness,Total Rejected,211
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0013
OP Correctness,Total Operational Requests,85
OP Correctness,Total Expected Responses,68
OP Correctness,Total Actual Responses,68
OP Correctness,Total Relevant Requests Recieved,85
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
OP Correlation,Total Tracked Operations,85
OP Correlation,Total Completed Operations,85
OP Correlation,Overall Completion Rate,1.0000
OP Correlation,AUDIT Operations Issued,17
OP Correlation,AUDIT Completion Rate,1.0000
OP Correlation,AUDIT Median Latency (ms),17.84968
OP Correlation,AUDIT p90 Latency (ms),92.68417
OP Correlation,AUDIT p99 Latency (ms),150.70832
OP Correlation,DELETE Operations Issued,17
OP Correlation,DELETE Completion Rate,1.0000
OP Correlation,DELETE Median Latency (ms),28.40567
OP Correlation,DELETE p90 Latency (ms),102.26202
OP Correlation,DELETE p99 Latency (ms),157.07015
OP Correlation,HISTORY Operations Issued,17
OP Correlation,HISTORY Completion Rate,1.0000
OP Correlation,HISTORY Median Latency (ms),6.61755
OP Correlation,HISTORY p90 Latency (ms),54.44374
OP Correlation,HISTORY p99 Latency (ms),90.23162
OP Correlation,RESTRICT Operations Issued,17
OP Correlation,RESTRICT Completion Rate,1.0000
OP Correlation,RESTRICT Median Latency (ms),31.15344
OP Correlation,RESTRICT p90 Latency (ms),135.12635
OP Correlation,RESTRICT p99 Latency (ms),167.00647
OP Correlation,UPDATE Operations Issued,17
OP Correlation,UPDATE Completion Rate,1.0000
OP Correlation,UPDATE Median Latency (ms),11.66916
OP Correlation,UPDATE p90 Latency (ms),75.78163
OP Correlation,UPDATE p99 Latency (ms),112.62920
O1 Informed,REGISTER-INFO Requests Issued,10
O1 Informed,Publishers Informed,40
O1 Informed,Publishers With Consumers,40
O1 Informed,Informed Completion Rate,1.0000
