Metric Category,Metric Name,Value
Broker,CPU Min (%),15.09217
Broker,CPU Max (%),39.85849
Broker,CPU Avg (%),24.40685
Broker,CPU Variance,32.68485
Broker,Memory Min (MB),95.25688
Broker,Memory Max (MB),96.36403
Broker,Memory Avg (MB),95.87838
Broker,Memory Variance,0.08031
Messaging,Latency Min (ms),-14.51802
Messaging,Latency Max (ms),329.96678
Messaging,Latency Avg (ms),5.13616
Messaging,Latency Variance,100.56953
Messaging,Throughput (msgs/sec),745.78698
Messaging,Avg Header Size (bytes),33.09550
Messaging,Data Messages,134236
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,134236
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,134236
Purpose Correctness,Total Received,134236
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correlation,Total Tracked Operations,0
OP Correlation,Total Completed Operations,0
OP Correlation,Overall Completion Rate,0.0000
O1 Informed,REGISTER-INFO Requests Issued,0
O1 Informed,Publishers Informed,0
O1 Informed,Publishers With Consumers,40
O1 Informed,Informed Completion Rate,0.0000
