Metric Category,Metric Name,Value
Broker,CPU Min (%),16.62844
Broker,CPU Max (%),36.65480
Broker,CPU Avg (%),24.58997
Broker,CPU Variance,29.87699
Broker,Memory Min (MB),95.17206
Broker,Memory Max (MB),96.46570
Broker,Memory Avg (MB),95.92714
Broker,Memory Variance,0.08208
Messaging,Latency Min (ms),-23.89550
Messaging,Latency Max (ms),215.02233
Messaging,Latency Avg (ms),4.93564
Messaging,Latency Variance,79.62371
Messaging,Throughput (msgs/sec),646.19804
Messaging,Avg Header Size (bytes),33.98860
Messaging,Data Messages,116194
Messaging,Non-Data Messages,210
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,116149
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,116640
Purpose Correctness,Total Received,116149
Purpose Correctness,Total Rejected,491
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0008
OP Correctness,Total Operational Requests,85
OP Correctness,Total Expected Responses,68
OP Correctness,Total Actual Responses,68
OP Correctness,Total Relevant Requests Recieved,85
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
OP Correlation,Total Tracked Operations,85
OP Correlation,Total Completed Operations,85
OP Correlation,Overall Completion Rate,1.0000
OP Correlation,AUDIT Operations Issued,17
OP Correlation,AUDIT Completion Rate,1.0000
OP Correlation,AUDIT Median Latency (ms),22.37916
OP Correlation,AUDIT p90 Latency (ms),59.73601
OP Correlation,AUDIT p99 Latency (ms),95.76150
OP Correlation,DELETE Operations Issued,17
OP Correlation,DELETE Completion Rate,1.0000
OP Correlation,DELETE Median Latency (ms),39.49285
OP Correlation,DELETE p90 Latency (ms),107.20453
OP Correlation,DELETE p99 Latency (ms),126.81624
OP Correlation,HISTORY Operations Issued,17
OP Correlation,HISTORY Completion Rate,1.0000
OP Correlation,HISTORY Median Latency (ms),11.90424
OP Correlation,HISTORY p90 Latency (ms),56.19311
OP Correlation,HISTORY p99 Latency (ms),57.54040
OP Correlation,RESTRICT Operations Issued,17
OP Correlation,RESTRICT Completion Rate,1.0000
OP Correlation,RESTRICT Median Latency (ms),50.20881
OP Correlation,RESTRICT p90 Latency (ms),120.97654
OP Correlation,RESTRICT p99 Latency (ms),141.24125
OP Correlation,UPDATE Operations Issued,17
OP Correlation,UPDATE Completion Rate,1.0000
OP Correlation,UPDATE Median Latency (ms),17.92336
OP Correlation,UPDATE p90 Latency (ms),68.26577
OP Correlation,UPDATE p99 Latency (ms),76.52328
O1 Informed,REGISTER-INFO Requests Issued,125
O1 Informed,Publishers Informed,40
O1 Informed,Publishers With Consumers,40
O1 Informed,Informed Completion Rate,1.0000
