Metric Category,Metric Name,Value
Broker,CPU Min (%),15.64246
Broker,CPU Max (%),52.72512
Broker,CPU Avg (%),25.19844
Broker,CPU Variance,78.05411
Broker,Memory Min (MB),94.88615
Broker,Memory Max (MB),96.43730
Broker,Memory Avg (MB),95.85432
Broker,Memory Variance,0.14590
Messaging,Latency Min (ms),-17.15636
Messaging,Latency Max (ms),126.11604
Messaging,Latency Avg (ms),5.27983
Messaging,Latency Variance,49.62490
Messaging,Throughput (msgs/sec),649.30547
Messaging,Avg Header Size (bytes),33.09516
Messaging,Data Messages,116885
Messaging,Non-Data Messages,98
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,116840
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,117103
Purpose Correctness,Total Received,116840
Purpose Correctness,Total Rejected,263
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0015
OP Correctness,Total Operational Requests,85
OP Correctness,Total Expected Responses,68
OP Correctness,Total Actual Responses,68
OP Correctness,Total Relevant Requests Recieved,85
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
OP Correlation,Total Tracked Operations,85
OP Correlation,Total Completed Operations,85
OP Correlation,Overall Completion Rate,1.0000
OP Correlation,AUDIT Operations Issued,17
OP Correlation,AUDIT Completion Rate,1.0000
OP Correlation,AUDIT Median Latency (ms),16.82353
OP Correlation,AUDIT p90 Latency (ms),39.77027
OP Correlation,AUDIT p99 Latency (ms),94.81123
OP Correlation,DELETE Operations Issued,17
OP Correlation,DELETE Completion Rate,1.0000
OP Correlation,DELETE Median Latency (ms),26.43490
OP Correlation,DELETE p90 Latency (ms),87.55288
OP Correlation,DELETE p99 Latency (ms),162.19468
OP Correlation,HISTORY Operations Issued,17
OP Correlation,HISTORY Completion Rate,1.0000
OP Correlation,HISTORY Median Latency (ms),11.22785
OP Correlation,HISTORY p90 Latency (ms),33.64267
OP Correlation,HISTORY p99 Latency (ms),40.64672
OP Correlation,RESTRICT Operations Issued,17
OP Correlation,RESTRICT Completion Rate,1.0000
OP Correlation,RESTRICT Median Latency (ms),30.45821
OP Correlation,RESTRICT p90 Latency (ms),107.11837
OP Correlation,RESTRICT p99 Latency (ms),199.60620
OP Correlation,UPDATE Operations Issued,17
OP Correlation,UPDATE Completion Rate,1.0000
OP Correlation,UPDATE Median Latency (ms),16.19577
OP Correlation,UPDATE p90 Latency (ms),53.20005
OP Correlation,UPDATE p99 Latency (ms),62.15863
O1 Informed,REGISTER-INFO Requests Issued,13
O1 Informed,Publishers Informed,40
O1 Informed,Publishers With Consumers,40
O1 Informed,Informed Completion Rate,1.0000
