Metric Category,Metric Name,Value
Broker,CPU Min (%),15.48312
Broker,CPU Max (%),45.40024
Broker,CPU Avg (%),24.74041
Broker,CPU Variance,67.64744
Broker,Memory Min (MB),94.92368
Broker,Memory Max (MB),96.36142
Broker,Memory Avg (MB),95.81117
Broker,Memory Variance,0.12485
Messaging,Latency Min (ms),-15.79189
Messaging,Latency Max (ms),199.39423
Messaging,Latency Avg (ms),5.15699
Messaging,Latency Variance,60.22089
Messaging,Throughput (msgs/sec),722.70679
Messaging,Avg Header Size (bytes),33.89051
Messaging,Data Messages,129880
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,129880
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,129880
Purpose Correctness,Total Received,129880
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correlation,Total Tracked Operations,0
OP Correlation,Total Completed Operations,0
OP Correlation,Overall Completion Rate,0.0000
O1 Informed,REGISTER-INFO Requests Issued,0
O1 Informed,Publishers Informed,0
O1 Informed,Publishers With Consumers,40
O1 Informed,Informed Completion Rate,0.0000
