Metric Category,Metric Name,Value
Broker,CPU Min (%),15.90106
Broker,CPU Max (%),46.33570
Broker,CPU Avg (%),25.21847
Broker,CPU Variance,74.55074
Broker,Memory Min (MB),95.00147
Broker,Memory Max (MB),96.45481
Broker,Memory Avg (MB),95.93190
Broker,Memory Variance,0.13283
Messaging,Latency Min (ms),-9.32169
Messaging,Latency Max (ms),226.47381
Messaging,Latency Avg (ms),5.62755
Messaging,Latency Variance,104.97590
Messaging,Throughput (msgs/sec),677.96680
Messaging,Avg Header Size (bytes),33.98784
Messaging,Data Messages,121902
Messaging,Non-Data Messages,185
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,121857
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,122152
Purpose Correctness,Total Received,121857
Purpose Correctness,Total Rejected,295
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0005
OP Correctness,Total Operational Requests,85
OP Correctness,Total Expected Responses,68
OP Correctness,Total Actual Responses,68
OP Correctness,Total Relevant Requests Recieved,85
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
OP Correlation,Total Tracked Operations,85
OP Correlation,Total Completed Operations,85
OP Correlation,Overall Completion Rate,1.0000
OP Correlation,AUDIT Operations Issued,17
OP Correlation,AUDIT Completion Rate,1.0000
OP Correlation,AUDIT Median Latency (ms),23.59414
OP Correlation,AUDIT p90 Latency (ms),79.40655
OP Correlation,AUDIT p99 Latency (ms),94.38538
OP Correlation,DELETE Operations Issued,17
OP Correlation,DELETE Completion Rate,1.0000
OP Correlation,DELETE Median Latency (ms),34.68323
OP Correlation,DELETE p90 Latency (ms),120.75849
OP Correlation,DELETE p99 Latency (ms),165.16711
OP Correlation,HISTORY Operations Issued,17
OP Correlation,HISTORY Completion Rate,1.0000
OP Correlation,HISTORY Median Latency (ms),12.94780
OP Correlation,HISTORY p90 Latency (ms),48.87447
OP Correlation,HISTORY p99 Latency (ms),65.33877
OP Correlation,RESTRICT Operations Issued,17
OP Correlation,RESTRICT Completion Rate,1.0000
OP Correlation,RESTRICT Median Latency (ms),41.32843
OP Correlation,RESTRICT p90 Latency (ms),132.95250
OP Correlation,RESTRICT p99 Latency (ms),178.88831
OP Correlation,UPDATE Operations Issued,17
OP Correlation,UPDATE Completion Rate,1.0000
OP Correlation,UPDATE Median Latency (ms),25.22540
OP Correlation,UPDATE p90 Latency (ms),66.62788
OP Correlation,UPDATE p99 Latency (ms),78.00363
O1 Informed,REGISTER-INFO Requests Issued,100
O1 Informed,Publishers Informed,40
O1 Informed,Publishers With Consumers,40
O1 Informed,Informed Completion Rate,1.0000
