Metric Category,Metric Name,Value
Broker,CPU Min (%),15.71595
Broker,CPU Max (%),38.96882
Broker,CPU Avg (%),24.34338
Broker,CPU Variance,38.18403
Broker,Memory Min (MB),95.15203
Broker,Memory Max (MB),96.32328
Broker,Memory Avg (MB),95.87663
Broker,Memory Variance,0.09129
Messaging,Latency Min (ms),-4.25363
Messaging,Latency Max (ms),101.03083
Messaging,Latency Avg (ms),4.87164
Messaging,Latency Variance,35.61064
Messaging,Throughput (msgs/sec),755.39134
Messaging,Avg Header Size (bytes),33.09544
Messaging,Data Messages,135938
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,135922
Purpose Correctness,Total Invalid Messages,16
Purpose Correctness,Total Expected,135944
Purpose Correctness,Total Received,135938
Purpose Correctness,Total Rejected,8
Purpose Correctness,Avg False Accept Rate,0.0001
Purpose Correctness,Avg False Reject Rate,0.0001
OP Correlation,Total Tracked Operations,0
OP Correlation,Total Completed Operations,0
OP Correlation,Overall Completion Rate,0.0000
O1 Informed,REGISTER-INFO Requests Issued,0
O1 Informed,Publishers Informed,0
O1 Informed,Publishers With Consumers,39
O1 Informed,Informed Completion Rate,0.0000
