Metric Category,Metric Name,Value
Broker,CPU Min (%),14.78463
Broker,CPU Max (%),51.82568
Broker,CPU Avg (%),24.55056
Broker,CPU Variance,75.20487
Broker,Memory Min (MB),94.77986
Broker,Memory Max (MB),96.25776
Broker,Memory Avg (MB),95.71783
Broker,Memory Variance,0.11440
Messaging,Latency Min (ms),-14.90998
Messaging,Latency Max (ms),113.22021
Messaging,Latency Avg (ms),5.33525
Messaging,Latency Variance,49.13367
Messaging,Throughput (msgs/sec),641.56810
Messaging,Avg Header Size (bytes),33.09513
Messaging,Data Messages,115495
Messaging,Non-Data Messages,98
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,115450
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,115868
Purpose Correctness,Total Received,115450
Purpose Correctness,Total Rejected,418
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0025
OP Correctness,Total Operational Requests,85
OP Correctness,Total Expected Responses,68
OP Correctness,Total Actual Responses,68
OP Correctness,Total Relevant Requests Recieved,85
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
OP Correlation,Total Tracked Operations,85
OP Correlation,Total Completed Operations,85
OP Correlation,Overall Completion Rate,1.0000
OP Correlation,AUDIT Operations Issued,17
OP Correlation,AUDIT Completion Rate,1.0000
OP Correlation,AUDIT Median Latency (ms),17.50875
OP Correlation,AUDIT p90 Latency (ms),65.21273
OP Correlation,AUDIT p99 Latency (ms),77.14022
OP Correlation,DELETE Operations Issued,17
OP Correlation,DELETE Completion Rate,1.0000
OP Correlation,DELETE Median Latency (ms),34.48963
OP Correlation,DELETE p90 Latency (ms),78.26867
OP Correlation,DELETE p99 Latency (ms),119.04440
OP Correlation,HISTORY Operations Issued,17
OP Correlation,HISTORY Completion Rate,1.0000
OP Correlation,HISTORY Median Latency (ms),11.76763
OP Correlation,HISTORY p90 Latency (ms),40.56668
OP Correlation,HISTORY p99 Latency (ms),53.46540
OP Correlation,RESTRICT Operations Issued,17
OP Correlation,RESTRICT Completion Rate,1.0000
OP Correlation,RESTRICT Median Latency (ms),48.47598
OP Correlation,RESTRICT p90 Latency (ms),93.29667
OP Correlation,RESTRICT p99 Latency (ms),126.87813
OP Correlation,UPDATE Operations Issued,17
OP Correlation,UPDATE Completion Rate,1.0000
OP Correlation,UPDATE Median Latency (ms),23.00048
OP Correlation,UPDATE p90 Latency (ms),52.55437
OP Correlation,UPDATE p99 Latency (ms),65.89317
O1 Informed,REGISTER-INFO Requests Issued,13
O1 Informed,Publishers Informed,39
O1 Informed,Publishers With Consumers,39
O1 Informed,Informed Completion Rate,1.0000
