Metric Category,Metric Name,Value
Broker,CPU Min (%),15.59203
Broker,CPU Max (%),37.45541
Broker,CPU Avg (%),24.17358
Broker,CPU Variance,33.27089
Broker,Memory Min (MB),95.02240
Broker,Memory Max (MB),96.24812
Broker,Memory Avg (MB),95.69971
Broker,Memory Variance,0.08285
Messaging,Latency Min (ms),-8.25167
Messaging,Latency Max (ms),257.47371
Messaging,Latency Avg (ms),5.10198
Messaging,Latency Variance,62.61254
Messaging,Throughput (msgs/sec),732.28913
Messaging,Avg Header Size (bytes),33.89211
Messaging,Data Messages,131600
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,131600
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,131600
Purpose Correctness,Total Received,131600
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correlation,Total Tracked Operations,0
OP Correlation,Total Completed Operations,0
OP Correlation,Overall Completion Rate,0.0000
O1 Informed,REGISTER-INFO Requests Issued,0
O1 Informed,Publishers Informed,0
O1 Informed,Publishers With Consumers,40
O1 Informed,Informed Completion Rate,0.0000
