Metric Category,Metric Name,Value
Broker,CPU Min (%),15.56330
Broker,CPU Max (%),42.60143
Broker,CPU Avg (%),24.00724
Broker,CPU Variance,33.76864
Broker,Memory Min (MB),96.93475
Broker,Memory Max (MB),98.18818
Broker,Memory Avg (MB),97.65034
Broker,Memory Variance,0.08219
Messaging,Latency Min (ms),-11.23190
Messaging,Latency Max (ms),91.90536
Messaging,Latency Avg (ms),4.62350
Messaging,Latency Variance,35.85838
Messaging,Throughput (msgs/sec),747.41129
Messaging,Avg Header Size (bytes),33.10470
Messaging,Data Messages,134532
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,134532
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,134532
Purpose Correctness,Total Received,134532
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correlation,Total Tracked Operations,0
OP Correlation,Total Completed Operations,0
OP Correlation,Overall Completion Rate,0.0000
O1 Informed,REGISTER-INFO Requests Issued,0
O1 Informed,Publishers Informed,0
O1 Informed,Publishers With Consumers,40
O1 Informed,Informed Completion Rate,0.0000
