Metric Category,Metric Name,Value
Broker,CPU Min (%),14.97642
Broker,CPU Max (%),47.55662
Broker,CPU Avg (%),25.15706
Broker,CPU Variance,74.01655
Broker,Memory Min (MB),95.88773
Broker,Memory Max (MB),97.43157
Broker,Memory Avg (MB),96.95048
Broker,Memory Variance,0.15267
Messaging,Latency Min (ms),-6.49381
Messaging,Latency Max (ms),226.19653
Messaging,Latency Avg (ms),5.69593
Messaging,Latency Variance,87.38674
Messaging,Throughput (msgs/sec),720.01971
Messaging,Avg Header Size (bytes),33.89389
Messaging,Data Messages,129428
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,129428
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,129428
Purpose Correctness,Total Received,129428
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correlation,Total Tracked Operations,0
OP Correlation,Total Completed Operations,0
OP Correlation,Overall Completion Rate,0.0000
O1 Informed,REGISTER-INFO Requests Issued,0
O1 Informed,Publishers Informed,0
O1 Informed,Publishers With Consumers,40
O1 Informed,Informed Completion Rate,0.0000
