Metric Category,Metric Name,Value
Broker,CPU Min (%),16.46341
Broker,CPU Max (%),40.33215
Broker,CPU Avg (%),26.40417
Broker,CPU Variance,34.09373
Broker,Memory Min (MB),96.30908
Broker,Memory Max (MB),97.46930
Broker,Memory Avg (MB),96.95207
Broker,Memory Variance,0.10448
Messaging,Latency Min (ms),-3.43418
Messaging,Latency Max (ms),169.02733
Messaging,Latency Avg (ms),3.90557
Messaging,Latency Variance,29.90816
Messaging,Throughput (msgs/sec),852.21354
Messaging,Avg Header Size (bytes),33.10535
Messaging,Data Messages,153408
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,153408
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,153408
Purpose Correctness,Total Received,153408
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correlation,Total Tracked Operations,0
OP Correlation,Total Completed Operations,0
OP Correlation,Overall Completion Rate,0.0000
O1 Informed,REGISTER-INFO Requests Issued,0
O1 Informed,Publishers Informed,0
O1 Informed,Publishers With Consumers,40
O1 Informed,Informed Completion Rate,0.0000
