Metric Category,Metric Name,Value
Broker,CPU Min (%),15.75179
Broker,CPU Max (%),49.02913
Broker,CPU Avg (%),24.83659
Broker,CPU Variance,58.31277
Broker,Memory Min (MB),94.66857
Broker,Memory Max (MB),96.33504
Broker,Memory Avg (MB),95.78280
Broker,Memory Variance,0.12050
Messaging,Latency Min (ms),-6.74963
Messaging,Latency Max (ms),251.63960
Messaging,Latency Avg (ms),5.31973
Messaging,Latency Variance,76.96354
Messaging,Throughput (msgs/sec),668.31374
Messaging,Avg Header Size (bytes),33.09529
Messaging,Data Messages,120243
Messaging,Non-Data Messages,98
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,120198
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,120337
Purpose Correctness,Total Received,120198
Purpose Correctness,Total Rejected,139
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0008
OP Correctness,Total Operational Requests,85
OP Correctness,Total Expected Responses,68
OP Correctness,Total Actual Responses,68
OP Correctness,Total Relevant Requests Recieved,85
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
OP Correlation,Total Tracked Operations,85
OP Correlation,Total Completed Operations,85
OP Correlation,Overall Completion Rate,1.0000
OP Correlation,AUDIT Operations Issued,17
OP Correlation,AUDIT Completion Rate,1.0000
OP Correlation,AUDIT Median Latency (ms),13.75151
OP Correlation,AUDIT p90 Latency (ms),54.73051
OP Correlation,AUDIT p99 Latency (ms),83.75464
OP Correlation,DELETE Operations Issued,17
OP Correlation,DELETE Completion Rate,1.0000
OP Correlation,DELETE Median Latency (ms),19.16170
OP Correlation,DELETE p90 Latency (ms),68.93730
OP Correlation,DELETE p99 Latency (ms),124.93453
OP Correlation,HISTORY Operations Issued,17
OP Correlation,HISTORY Completion Rate,1.0000
OP Correlation,HISTORY Median Latency (ms),7.73025
OP Correlation,HISTORY p90 Latency (ms),28.08518
OP Correlation,HISTORY p99 Latency (ms),39.19677
OP Correlation,RESTRICT Operations Issued,17
OP Correlation,RESTRICT Completion Rate,1.0000
OP Correlation,RESTRICT Median Latency (ms),25.65670
OP Correlation,RESTRICT p90 Latency (ms),83.37388
OP Correlation,RESTRICT p99 Latency (ms),175.54211
OP Correlation,UPDATE Operations Issued,17
OP Correlation,UPDATE Completion Rate,1.0000
OP Correlation,UPDATE Median Latency (ms),15.36894
OP Correlation,UPDATE p90 Latency (ms),42.81421
OP Correlation,UPDATE p99 Latency (ms),51.84471
O1 Informed,REGISTER-INFO Requests Issued,13
O1 Informed,Publishers Informed,40
O1 Informed,Publishers With Consumers,40
O1 Informed,Informed Completion Rate,1.0000
