Metric Category,Metric Name,Value
Broker,CPU Min (%),15.99099
Broker,CPU Max (%),50.79186
Broker,CPU Avg (%),25.95709
Broker,CPU Variance,90.68435
Broker,Memory Min (MB),95.83491
Broker,Memory Max (MB),97.47152
Broker,Memory Avg (MB),96.87698
Broker,Memory Variance,0.15305
Messaging,Latency Min (ms),-51.60308
Messaging,Latency Max (ms),466.38918
Messaging,Latency Avg (ms),18.91488
Messaging,Latency Variance,780.70105
Messaging,Throughput (msgs/sec),1724.96406
Messaging,Avg Header Size (bytes),33.87305
Messaging,Data Messages,310383
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,310368
Purpose Correctness,Total Invalid Messages,15
Purpose Correctness,Total Expected,310387
Purpose Correctness,Total Received,310383
Purpose Correctness,Total Rejected,4
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correlation,Total Tracked Operations,0
OP Correlation,Total Completed Operations,0
OP Correlation,Overall Completion Rate,0.0000
O1 Informed,REGISTER-INFO Requests Issued,0
O1 Informed,Publishers Informed,0
O1 Informed,Publishers With Consumers,39
O1 Informed,Informed Completion Rate,0.0000
