Metric Category,Metric Name,Value
Broker,CPU Min (%),15.65114
Broker,CPU Max (%),42.66985
Broker,CPU Avg (%),24.66301
Broker,CPU Variance,38.55111
Broker,Memory Min (MB),95.99170
Broker,Memory Max (MB),97.46929
Broker,Memory Avg (MB),96.88208
Broker,Memory Variance,0.09044
Messaging,Latency Min (ms),-1.32036
Messaging,Latency Max (ms),154.78396
Messaging,Latency Avg (ms),6.97952
Messaging,Latency Variance,164.69406
Messaging,Throughput (msgs/sec),852.13709
Messaging,Avg Header Size (bytes),33.00000
Messaging,Data Messages,153424
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,1
Purpose Correctness,Total Valid Messages,153424
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,153424
Purpose Correctness,Total Received,153424
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correlation,Total Tracked Operations,0
OP Correlation,Total Completed Operations,0
OP Correlation,Overall Completion Rate,0.0000
O1 Informed,REGISTER-INFO Requests Issued,0
O1 Informed,Publishers Informed,0
O1 Informed,Publishers With Consumers,40
O1 Informed,Informed Completion Rate,0.0000
