Metric Category,Metric Name,Value
Broker,CPU Min (%),16.34286
Broker,CPU Max (%),50.22173
Broker,CPU Avg (%),25.03009
Broker,CPU Variance,67.74301
Broker,Memory Min (MB),95.84587
Broker,Memory Max (MB),97.32609
Broker,Memory Avg (MB),96.86180
Broker,Memory Variance,0.12255
Messaging,Latency Min (ms),-11.18207
Messaging,Latency Max (ms),432.28960
Messaging,Latency Avg (ms),5.68045
Messaging,Latency Variance,177.41981
Messaging,Throughput (msgs/sec),735.10324
Messaging,Avg Header Size (bytes),33.09522
Messaging,Data Messages,132384
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,132382
Purpose Correctness,Total Invalid Messages,2
Purpose Correctness,Total Expected,132385
Purpose Correctness,Total Received,132384
Purpose Correctness,Total Rejected,1
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correlation,Total Tracked Operations,0
OP Correlation,Total Completed Operations,0
OP Correlation,Overall Completion Rate,0.0000
O1 Informed,REGISTER-INFO Requests Issued,0
O1 Informed,Publishers Informed,0
O1 Informed,Publishers With Consumers,39
O1 Informed,Informed Completion Rate,0.0000
