Metric Category,Metric Name,Value
Broker,CPU Min (%),15.47344
Broker,CPU Max (%),38.87588
Broker,CPU Avg (%),24.21668
Broker,CPU Variance,35.51570
Broker,Memory Min (MB),95.16646
Broker,Memory Max (MB),96.37315
Broker,Memory Avg (MB),95.86579
Broker,Memory Variance,0.07988
Messaging,Latency Min (ms),-27.83513
Messaging,Latency Max (ms),243.27064
Messaging,Latency Avg (ms),4.84584
Messaging,Latency Variance,47.21479
Messaging,Throughput (msgs/sec),771.39547
Messaging,Avg Header Size (bytes),33.09561
Messaging,Data Messages,138794
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,138767
Purpose Correctness,Total Invalid Messages,27
Purpose Correctness,Total Expected,138792
Purpose Correctness,Total Received,138794
Purpose Correctness,Total Rejected,4
Purpose Correctness,Avg False Accept Rate,0.0002
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correlation,Total Tracked Operations,0
OP Correlation,Total Completed Operations,0
OP Correlation,Overall Completion Rate,0.0000
O1 Informed,REGISTER-INFO Requests Issued,0
O1 Informed,Publishers Informed,0
O1 Informed,Publishers With Consumers,39
O1 Informed,Informed Completion Rate,0.0000
