Metric Category,Metric Name,Value
Broker,CPU Min (%),16.03325
Broker,CPU Max (%),44.91726
Broker,CPU Avg (%),24.26681
Broker,CPU Variance,48.47241
Broker,Memory Min (MB),94.77138
Broker,Memory Max (MB),96.33723
Broker,Memory Avg (MB),95.81182
Broker,Memory Variance,0.09678
Messaging,Latency Min (ms),-5.61070
Messaging,Latency Max (ms),141.52741
Messaging,Latency Avg (ms),5.05150
Messaging,Latency Variance,46.54868
Messaging,Throughput (msgs/sec),730.33813
Messaging,Avg Header Size (bytes),33.10413
Messaging,Data Messages,131464
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,10
Purpose Correctness,Total Valid Messages,131464
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,131464
Purpose Correctness,Total Received,131464
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correlation,Total Tracked Operations,0
OP Correlation,Total Completed Operations,0
OP Correlation,Overall Completion Rate,0.0000
O1 Informed,REGISTER-INFO Requests Issued,0
O1 Informed,Publishers Informed,0
O1 Informed,Publishers With Consumers,40
O1 Informed,Informed Completion Rate,0.0000
