Metric Category,Metric Name,Value
Broker,CPU Min (%),15.95867
Broker,CPU Max (%),40.42056
Broker,CPU Avg (%),24.40181
Broker,CPU Variance,33.86363
Broker,Memory Min (MB),95.18564
Broker,Memory Max (MB),96.42379
Broker,Memory Avg (MB),95.92294
Broker,Memory Variance,0.08970
Messaging,Latency Min (ms),-26.68238
Messaging,Latency Max (ms),100.39926
Messaging,Latency Avg (ms),5.16269
Messaging,Latency Variance,45.80511
Messaging,Throughput (msgs/sec),669.51148
Messaging,Avg Header Size (bytes),33.98805
Messaging,Data Messages,120136
Messaging,Non-Data Messages,185
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,120091
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,120092
Purpose Correctness,Total Received,120091
Purpose Correctness,Total Rejected,1
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correctness,Total Operational Requests,85
OP Correctness,Total Expected Responses,68
OP Correctness,Total Actual Responses,68
OP Correctness,Total Relevant Requests Recieved,85
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
OP Correlation,Total Tracked Operations,85
OP Correlation,Total Completed Operations,85
OP Correlation,Overall Completion Rate,1.0000
OP Correlation,AUDIT Operations Issued,17
OP Correlation,AUDIT Completion Rate,1.0000
OP Correlation,AUDIT Median Latency (ms),8.17585
OP Correlation,AUDIT p90 Latency (ms),22.78719
OP Correlation,AUDIT p99 Latency (ms),36.25734
OP Correlation,DELETE Operations Issued,17
OP Correlation,DELETE Completion Rate,1.0000
OP Correlation,DELETE Median Latency (ms),19.06443
OP Correlation,DELETE p90 Latency (ms),41.50777
OP Correlation,DELETE p99 Latency (ms),83.36594
OP Correlation,HISTORY Operations Issued,17
OP Correlation,HISTORY Completion Rate,1.0000
OP Correlation,HISTORY Median Latency (ms),5.39923
OP Correlation,HISTORY p90 Latency (ms),16.84318
OP Correlation,HISTORY p99 Latency (ms),20.86303
OP Correlation,RESTRICT Operations Issued,17
OP Correlation,RESTRICT Completion Rate,1.0000
OP Correlation,RESTRICT Median Latency (ms),22.37391
OP Correlation,RESTRICT p90 Latency (ms),47.75352
OP Correlation,RESTRICT p99 Latency (ms),120.78766
OP Correlation,UPDATE Operations Issued,17
OP Correlation,UPDATE Completion Rate,1.0000
OP Correlation,UPDATE Median Latency (ms),9.32407
OP Correlation,UPDATE p90 Latency (ms),23.87872
OP Correlation,UPDATE p99 Latency (ms),28.44048
O1 Informed,REGISTER-INFO Requests Issued,100
O1 Informed,Publishers Informed,39
O1 Informed,Publishers With Consumers,39
O1 Informed,Informed Completion Rate,1.0000
