Metric Category,Metric Name,Value
Broker,CPU Min (%),15.59074
Broker,CPU Max (%),44.99397
Broker,CPU Avg (%),24.73749
Broker,CPU Variance,53.46533
Broker,Memory Min (MB),95.00630
Broker,Memory Max (MB),96.33543
Broker,Memory Avg (MB),95.85722
Broker,Memory Variance,0.09756
Messaging,Latency Min (ms),-6.60586
Messaging,Latency Max (ms),162.75930
Messaging,Latency Avg (ms),5.09401
Messaging,Latency Variance,52.25214
Messaging,Throughput (msgs/sec),716.53333
Messaging,Avg Header Size (bytes),33.98819
Messaging,Data Messages,128832
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,128832
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,128832
Purpose Correctness,Total Received,128832
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correlation,Total Tracked Operations,0
OP Correlation,Total Completed Operations,0
OP Correlation,Overall Completion Rate,0.0000
O1 Informed,REGISTER-INFO Requests Issued,0
O1 Informed,Publishers Informed,0
O1 Informed,Publishers With Consumers,40
O1 Informed,Informed Completion Rate,0.0000
