Metric Category,Metric Name,Value
Broker,CPU Min (%),14.75410
Broker,CPU Max (%),43.69847
Broker,CPU Avg (%),23.79130
Broker,CPU Variance,60.94486
Broker,Memory Min (MB),94.90452
Broker,Memory Max (MB),96.30931
Broker,Memory Avg (MB),95.78858
Broker,Memory Variance,0.11992
Messaging,Latency Min (ms),-2.45857
Messaging,Latency Max (ms),252.66600
Messaging,Latency Avg (ms),12.26912
Messaging,Latency Variance,572.92066
Messaging,Throughput (msgs/sec),797.92068
Messaging,Avg Header Size (bytes),33.00000
Messaging,Data Messages,143624
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,1
Purpose Correctness,Total Valid Messages,143624
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,143624
Purpose Correctness,Total Received,143624
Purpose Correctness,Total Rejected,0
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correlation,Total Tracked Operations,0
OP Correlation,Total Completed Operations,0
OP Correlation,Overall Completion Rate,0.0000
O1 Informed,REGISTER-INFO Requests Issued,0
O1 Informed,Publishers Informed,0
O1 Informed,Publishers With Consumers,40
O1 Informed,Informed Completion Rate,0.0000
