Metric Category,Metric Name,Value
Broker,CPU Min (%),15.35088
Broker,CPU Max (%),36.67820
Broker,CPU Avg (%),24.63727
Broker,CPU Variance,37.46488
Broker,Memory Min (MB),95.19699
Broker,Memory Max (MB),96.29398
Broker,Memory Avg (MB),95.84062
Broker,Memory Variance,0.07587
Messaging,Latency Min (ms),-32.29690
Messaging,Latency Max (ms),371.38510
Messaging,Latency Avg (ms),14.99289
Messaging,Latency Variance,349.07011
Messaging,Throughput (msgs/sec),1965.99566
Messaging,Avg Header Size (bytes),33.87076
Messaging,Data Messages,353473
Messaging,Non-Data Messages,0
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,353447
Purpose Correctness,Total Invalid Messages,26
Purpose Correctness,Total Expected,353483
Purpose Correctness,Total Received,353473
Purpose Correctness,Total Rejected,10
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0000
OP Correlation,Total Tracked Operations,0
OP Correlation,Total Completed Operations,0
OP Correlation,Overall Completion Rate,0.0000
O1 Informed,REGISTER-INFO Requests Issued,0
O1 Informed,Publishers Informed,0
O1 Informed,Publishers With Consumers,39
O1 Informed,Informed Completion Rate,0.0000
