Metric Category,Metric Name,Value
Broker,CPU Min (%),15.56604
Broker,CPU Max (%),45.02994
Broker,CPU Avg (%),24.70449
Broker,CPU Variance,74.04196
Broker,Memory Min (MB),94.88156
Broker,Memory Max (MB),96.32363
Broker,Memory Avg (MB),95.83430
Broker,Memory Variance,0.13172
Messaging,Latency Min (ms),-8.30460
Messaging,Latency Max (ms),219.67983
Messaging,Latency Avg (ms),5.14727
Messaging,Latency Variance,47.71331
Messaging,Throughput (msgs/sec),703.81169
Messaging,Avg Header Size (bytes),33.89055
Messaging,Data Messages,126482
Messaging,Non-Data Messages,185
Purpose Correctness,Total Subscribers,100
Purpose Correctness,Total Valid Messages,126437
Purpose Correctness,Total Invalid Messages,0
Purpose Correctness,Total Expected,126656
Purpose Correctness,Total Received,126437
Purpose Correctness,Total Rejected,219
Purpose Correctness,Avg False Accept Rate,0.0000
Purpose Correctness,Avg False Reject Rate,0.0016
OP Correctness,Total Operational Requests,85
OP Correctness,Total Expected Responses,664
OP Correctness,Total Actual Responses,664
OP Correctness,Total Relevant Requests Recieved,830
OP Correctness,Total Irrelevant Requests Recieved,0
OP Correctness,Avg Coverage,1.0000
OP Correctness,Avg Leakage,0.0000
OP Correctness,Avg Completion,1.0000
OP Correlation,Total Tracked Operations,85
OP Correlation,Total Completed Operations,85
OP Correlation,Overall Completion Rate,1.0000
OP Correlation,AUDIT Operations Issued,17
OP Correlation,AUDIT Completion Rate,1.0000
OP Correlation,AUDIT Median Latency (ms),45.48478
OP Correlation,AUDIT p90 Latency (ms),138.38196
OP Correlation,AUDIT p99 Latency (ms),245.19012
OP Correlation,DELETE Operations Issued,17
OP Correlation,DELETE Completion Rate,1.0000
OP Correlation,DELETE Median Latency (ms),53.48468
OP Correlation,DELETE p90 Latency (ms),180.42731
OP Correlation,DELETE p99 Latency (ms),230.77325
OP Correlation,HISTORY Operations Issued,17
OP Correlation,HISTORY Completion Rate,1.0000
OP Correlation,HISTORY Median Latency (ms),24.48320
OP Correlation,HISTORY p90 Latency (ms),47.84198
OP Correlation,HISTORY p99 Latency (ms),78.16095
OP Correlation,RESTRICT Operations Issued,17
OP Correlation,RESTRICT Completion Rate,1.0000
OP Correlation,RESTRICT Median Latency (ms),91.34221
OP Correlation,RESTRICT p90 Latency (ms),238.17883
OP Correlation,RESTRICT p99 Latency (ms),341.43520
OP Correlation,UPDATE Operations Issued,17
OP Correlation,UPDATE Completion Rate,1.0000
OP Correlation,UPDATE Median Latency (ms),44.08979
OP Correlation,UPDATE p90 Latency (ms),90.12580
OP Correlation,UPDATE p99 Latency (ms),137.29340
O1 Informed,REGISTER-INFO Requests Issued,100
O1 Informed,Publishers Informed,40
O1 Informed,Publishers With Consumers,40
O1 Informed,Informed Completion Rate,1.0000
